word_id,jp,ko,source,source_url,license,permission_status,attribution,captured_at,qa_status,sort_order,naver_example_id,naver_source_cid,naver_source_name,query,qa_note
w_0638a2da01f40b98,"山登りは,人を熱中させる魔力がある.",등산은 사람을 열중케 하는 마력이 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%86%B1%E4%B8%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106477998,auto,0,1fe831a4a72847afb5f88b03da59ee9b,881982a8,민중서림 엣센스 한일사전,熱中 열중,auto-selected score=134 meaning_hits=1 target_match=surface; query=熱中 열중
w_063930ee04c299ec,理念に反する行為を罰する,이념에 반하는 행위를 벌하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8F%8D%E3%81%99%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106492715,auto,0,0b9351fbedc14efaa0e2eb5598e18c5d,081341B9,민중서림 엣센스 일한사전,反する,auto-selected score=117 meaning_hits=0 target_match=surface; query=反する
w_065f92ea94a4c7a7,なかなか決心がつかない.,좀처럼 결심이 안 선다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%B1%BA%E5%BF%83,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106497488,auto,0,142764bf6d78454a96d3203efbb225f0,881982a8,민중서림 엣센스 한일사전,決心 결심,auto-selected score=134 meaning_hits=1 target_match=surface; query=決心 결심
w_06b5fba55a4e9231,軍の一部が反乱を起こした.,군의 일부가 반란을 일으켰다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E9%83%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106414268,auto,0,18fecb97862048b1b092deb974b90365,881982a8,민중서림 엣센스 한일사전,一部,auto-selected score=134 meaning_hits=1 target_match=surface; query=一部
w_079dc6ecaa76219a,貴簡つつしんで拝見しました,귀한은 삼가 배견하였습니다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8B%9D%E8%A6%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106487176,auto,0,cb42072485764538b69f3652a2bff2b1,081341B9,민중서림 엣센스 일한사전,拝見 배견 삼가 봄,auto-selected score=141 meaning_hits=2 target_match=surface; query=拝見 배견 삼가 봄
w_089bc8f446b1e711,窓に網戸を嵌める,창에 망창을 끼우다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%B6%B2%E6%88%B8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 교학사 일한사전,1787106520162,auto,0,4699c7905c9348bda58fe037b2c79e28,080004F6,교학사 일한사전,網戸,auto-selected score=127 meaning_hits=1 target_match=surface; query=網戸
w_08cdbe4932bb3c07,チャンスを見逃した,찬스[기회]를 놓쳤다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%83%81%E3%83%A3%E3%83%B3%E3%82%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106421163,auto,0,fe7034ba9c5b450aa1c5acd759ac312d,081341B9,민중서림 엣센스 일한사전,チャンス 찬스 기회 호기,auto-selected score=141 meaning_hits=2 target_match=surface; query=チャンス 찬스 기회 호기
w_0ac2f47e2fe8c201,入場料はいくらですか。,입장료는 얼마예요? (관광>관광정보>비용 문의),naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%A5%E5%A0%B4%E6%96%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 글로벌회화,1787106568569,auto,0,36a2b8e567e344fea00150ed7bbcf92a,0011CF26,글로벌회화,入場料 입장료,auto-selected score=116 meaning_hits=1 target_match=surface; query=入場料 입장료
w_0bb9f8c92986e323,本日、金メダルが期待される男子チームパシュート決勝が行われる,오늘 금메달이 기대되는 남자 팀 추월 결승전이 펼쳐진다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%9C%AC%E6%97%A5,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106427273,auto,0,0f974cafcef3438794a9790b7bf0f08b,081341B9,민중서림 엣센스 일한사전,本日,auto-selected score=134 meaning_hits=1 target_match=surface; query=本日
w_0e49dcf55b580868,細巻きは、その黒く細長い形から鉄砲巻きとも呼ばれます。,호소마키는 그 검고 날씬한 모양에서 텐포(총포)미키라고도 부릅니다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%B4%B0%E9%95%B7%E3%81%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 연세대학교 한국어학당 국가별 대표음식,1787106516984,auto,0,a83a491ce75142caac0e33e5d2dfa1aa,8017959b,연세대학교 한국어학당 국가별 대표음식,細長い,auto-selected score=114 meaning_hits=0 target_match=surface; query=細長い
w_0f9314b5a0db563c,家族を連れて村を去る.,식솔들을 데리고 마을을 떠나다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8E%BB%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106484246,auto,0,c0b7d008d32249e3945dea3829ebc148,881982a8,민중서림 엣센스 한일사전,去る,auto-selected score=134 meaning_hits=1 target_match=surface; query=去る
w_0faffdd7c1bb61ad,月給[使用料]を取る,월급을[사용료를] 받다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BD%BF%E7%94%A8%E6%96%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106425725,auto,0,b6ccb5fe5cfd4897b81ebd22e4f85c1e,881982a8,민중서림 엣센스 한일사전,使用料 사용료,auto-selected score=121 meaning_hits=1 target_match=surface; query=使用料 사용료
w_1008cfaff3782782,とんだ可愛らしい,대단히 사랑스럽다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8F%AF%E6%84%9B%E3%82%89%E3%81%97%E3%81%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106495025,auto,0,41639ae7788242099c3fd392a3062d94,081341B9,민중서림 엣센스 일한사전,可愛らしい,auto-selected score=121 meaning_hits=1 target_match=surface; query=可愛らしい
w_1038fdc3e444b5d1,月収は千万ウォンを下らない.,월수입이 적어도 천만 원은 된다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%B8%8B%E3%82%89%E3%81%AA%E3%81%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106512813,auto,0,bb66894bd0554d4ea636b13fc197d710,881982a8,민중서림 엣센스 한일사전,下らない,auto-selected score=122 meaning_hits=0 target_match=surface; query=下らない
w_11283524c61043b6,舞台に穴をあける,무대 진행에 차질이 생기다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%88%9E%E5%8F%B0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106420526,auto,0,780ff9a63c064d129d4c90ceeb09fe2d,081341B9,민중서림 엣센스 일한사전,舞台 무대,auto-selected score=129 meaning_hits=1 target_match=surface; query=舞台 무대
w_15718e31fcdc97da,一度使われた製品を回収して再利用する，PCR商品に関心が集まっている,한 번 쓰고 난 제품을 회수하여 재활용하는 PCR 상품에 관심이 집중되고 있다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%86%8D%E5%88%A9%E7%94%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1787106565275,auto,0,2079f62472be485787ff38bf1e2b79b1,8800047F,민중서림 엣센스 외래어사전,再利用 재활용,auto-selected score=106 meaning_hits=1 target_match=surface; query=再利用 재활용
w_1632528f965aa8ca,昼食代を負んぶする,점심값을 남에게 물리다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%B2%A0%E3%82%93%E3%81%B6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106491345,auto,0,28c84673c9af4649900cec5c3746f5b4,081341B9,민중서림 엣센스 일한사전,負んぶ,auto-selected score=121 meaning_hits=1 target_match=surface; query=負んぶ
w_166d9f94036397f8,匿名の投書をする.,익명으로 투서하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8C%BF%E5%90%8D,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106588655,auto,0,5c3e6e5c2bb9471f9081259699f4bdb8,881982a8,민중서림 엣센스 한일사전,匿名 익명,auto-selected score=134 meaning_hits=1 target_match=surface; query=匿名 익명
w_16bc27b031413df0,マス一匹がびくともしないで、流れる水の中でじっと止まっていた。,송어 한 마리가 꼼짝도 하지 않고 흐르는 물에서 가만히 멈춰 있었다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%81%98%E3%81%A3%E3%81%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1787106488259,auto,0,e6873773ff98483284baaf401293fda3,8819cr4o,국립국어원 한국어-일본어 학습사전,じっと 꼼짝 않고 가만히 꾹,auto-selected score=158 meaning_hits=3 target_match=surface; query=じっと 꼼짝 않고 가만히 꾹
w_17798d8879a69967,随筆とは気が向くままに書くものだ.,수필이란 마음이 가는 대로 쓰는 글이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%91%E3%81%8F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106500147,auto,0,6ff120485de64aee837e49e68f8cb9fd,881982a8,민중서림 엣센스 한일사전,向く,auto-selected score=122 meaning_hits=0 target_match=surface; query=向く
w_1818c016f250e0bb,沈着に事後の処理をする.,차근히 사후 처리를 하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BA%8B%E5%BE%8C,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106503125,auto,0,6c607f71eb864f0cb2b7883cae19af1b,881982a8,민중서림 엣센스 한일사전,事後 사후,auto-selected score=134 meaning_hits=1 target_match=surface; query=事後 사후
w_189a9d135b871422,批判的に聞くだけで、信じない,비판적으로 들을 뿐 믿지 않는다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%89%B9%E5%88%A4%E7%9A%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106577153,auto,0,4f991c460a504ca79fc0b517b35f0c08,081341B9,민중서림 엣센스 일한사전,批判的 비판적,auto-selected score=126 meaning_hits=1 target_match=surface; query=批判的 비판적
w_192050c8d9b09ee5,ボールをパスする,공을 패스하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%83%91%E3%82%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106448119,auto,0,af1e7739f1fc427cadb2fd34974cb020,081341B9,민중서림 엣센스 일한사전,パス,auto-selected score=129 meaning_hits=1 target_match=surface; query=パス
w_192fb2efb59fdd8a,卒業を前後して父が帰国なさった.,졸업을 전후해서 아버지가 귀국하셨다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B8%B0%E5%9B%BD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106472454,auto,0,7ceee25707784dc884499cd779a19350,881982a8,민중서림 엣센스 한일사전,帰国 귀국 귀향,auto-selected score=134 meaning_hits=1 target_match=surface; query=帰国 귀국 귀향
w_197dd1dc59aa70ea,奇跡をまのあたりにして発心する.,기적을 실지로 보고 발심하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%87%E8%B7%A1,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106585998,auto,0,3556193d9e514083a2bf349655f07507,881982a8,민중서림 엣센스 한일사전,奇跡 기적,auto-selected score=134 meaning_hits=1 target_match=surface; query=奇跡 기적
w_19c9dccb2d9566cd,サッカーの指導を始めることにした,축구 지도를 시작하기로 하였다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1787106419932,auto,0,0a904a062984404db28d0c2ab141b869,8800047F,민중서림 엣센스 외래어사전,サッカー,auto-selected score=117 meaning_hits=0 target_match=surface; query=サッカー
w_19d69a6a3206fdc9,法の前には万人が平等である.,법 앞에서는 만인이 평등하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%B8%87%E4%BA%BA,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106570705,auto,0,077f30c5ba3446a4b35c5f7037af8e42,881982a8,민중서림 엣센스 한일사전,万人 만인,auto-selected score=134 meaning_hits=1 target_match=surface; query=万人 만인
w_19e9ee3ef8522e50,ハンバーガーやピザのようなファーストフードは健康に有害だ。,"햄버거, 피자와 같은 패스트푸드는 건강에 해롭다.",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%83%95%E3%83%BC%E3%83%89,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1787106570412,auto,0,adc346377a0643aeb9c792118b40b037,8819cr4o,국립국어원 한국어-일본어 학습사전,ファーストフード 패스트 푸드 즉석 식품,auto-selected score=146 meaning_hits=2 target_match=surface; query=ファーストフード 패스트 푸드 즉석 식품
w_1a855f53327b9ade,やくざ同士の大きな出入りがあった,깡패들끼리의 큰 싸움이 있었다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%8C%E5%A3%AB,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106576857,auto,0,cfb7c576c1e44e548222f43b5a278a81,081341B9,민중서림 엣센스 일한사전,同士,auto-selected score=129 meaning_hits=1 target_match=surface; query=同士
w_1a9f2d1908baab4e,彼の兄は政治家で弟は芸術家だ.,그의 형은 정치가이며 동생은 예술가다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%94%BF%E6%B2%BB%E5%AE%B6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106415108,auto,0,bb33f5646e994c75abbc553734db3626,881982a8,민중서림 엣센스 한일사전,政治家,auto-selected score=126 meaning_hits=1 target_match=surface; query=政治家
w_1bd286204cc5a209,あの方は語学の生き字引だ.,저이는 어학의 산자전이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AA%9E%E5%AD%A6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106497200,auto,0,4c841246a9584d12b12bb50cc1dadbc2,881982a8,민중서림 엣센스 한일사전,語学 어학,auto-selected score=134 meaning_hits=1 target_match=surface; query=語学 어학
w_1cac16c6ed17b461,送別会が催される.,송별회가 열리다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%80%81%E5%88%A5%E4%BC%9A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106516217,auto,0,c9d22e5ef05a4e82b66838dd3ac3d64a,881982a8,민중서림 엣센스 한일사전,送別会 송별회,auto-selected score=126 meaning_hits=1 target_match=surface; query=送別会 송별회
w_1da66dbffe066645,イ：お姉さん、割り算できる？,"가: 누나, 나눗셈 할 줄 알아?",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%89%B2%E3%82%8A%E7%AE%97,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1787106537152,auto,0,bda3895b69ee402584ae22f044a2b9c5,8819cr4o,국립국어원 한국어-일본어 학습사전,割り算 나눗셈,auto-selected score=114 meaning_hits=1 target_match=surface; query=割り算 나눗셈
w_1e011eae0fde99bc,紙の上に文鎮を載せる.,종이 위에 문진을 올려놓다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%BC%89%E3%81%9B%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106487955,auto,0,0699abfbf5cb4f408f3ac00451086a39,881982a8,민중서림 엣센스 한일사전,載せる,auto-selected score=146 meaning_hits=2 target_match=surface; query=載せる
w_1eb7d8b8374f4f94,このキャンプ場に屋内テニス場はありますか?,이 캠프 안에 실내 테니스장이 있습니까?,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B1%8B%E5%86%85,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 사전연구사,1787106491636,auto,0,88b1970f647c435590ecb49f2ee22a0a,881985c7,사전연구사,屋内 옥내 집의 안 실내,auto-selected score=124 meaning_hits=1 target_match=surface; query=屋内 옥내 집의 안 실내
w_1f21cc0d2b2212c5,世界で第一番といわれる音楽家.,세계에서 첫손으로 꼽히는 음악가,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%9F%B3%E6%A5%BD%E5%AE%B6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106506003,auto,0,3ebd147cff0f46c6a197457cec8e874c,881982a8,민중서림 엣센스 한일사전,音楽家 음악가,auto-selected score=118 meaning_hits=1 target_match=surface; query=音楽家 음악가
w_1f3f7e6475d1dbe1,子を認知する.,자식을 인지하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AA%8D%E7%9F%A5,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106591329,auto,0,d0ea24165759488c9b2e198d582f35a4,881982a8,민중서림 엣센스 한일사전,認知 인지,auto-selected score=134 meaning_hits=1 target_match=surface; query=認知 인지
w_1fa5edac827143d1,ホームページを作り変える,홈페이지를 (고쳐) 다시 만들다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106449084,auto,0,0b6ec9434f294040a4c0a830b3d9620b,081341B9,민중서림 엣센스 일한사전,ホームページ,auto-selected score=129 meaning_hits=1 target_match=surface; query=ホームページ
w_210c64d85d44fb49,仏壇に向って正座する,불단을 향해서 정좌하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%AD%A3%E5%BA%A7,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106514165,auto,0,fc25613bd8cd4d72810c41e43d1abcb5,081341B9,민중서림 엣센스 일한사전,正座,auto-selected score=129 meaning_hits=1 target_match=surface; query=正座
w_23bedc6d7e06a52a,長い年月を経る,오랜 세월이 지나다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B9%B4%E6%9C%88,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106497779,auto,0,536afe7c9a5e45209ce28d1045e811e3,081341B9,민중서림 엣센스 일한사전,年月 연월 세월,auto-selected score=129 meaning_hits=1 target_match=surface; query=年月 연월 세월
w_243a8d4f69f4bd5a,フランスでは，メートルが「発明」されるまで長さの単位が地方ごとに違っていた,프랑스에서는 미터가 ‘발명’되기까지 길이의 단위가 지방마다 달랐다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E6%98%8E,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1787106467957,auto,0,883e6b86670b4ddcb269e45e825af5e9,8800047F,민중서림 엣센스 외래어사전,発明,auto-selected score=134 meaning_hits=1 target_match=surface; query=発明
w_25ad527c17b87073,ロ：別途に指定席が用意されていないので、どこにでも気に入った席にお座りください。,나: 따로 지정석이 없으니 아무 데나 마음에 드는 자리에 앉으시면 돼요.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8C%87%E5%AE%9A%E5%B8%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1787106567382,auto,0,246319ebc4af4e679cc87cad581311e3,8819cr4o,국립국어원 한국어-일본어 학습사전,指定席 지정석,auto-selected score=106 meaning_hits=1 target_match=surface; query=指定席 지정석
w_274b5f1e61b3ee7e,僕は毎食、味付け海苔を食べている,나는 매끼 조미김을 먹고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%B5%B7%E8%8B%94,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106498478,auto,0,96412b17856344969525aaa935319e57,081341B9,민중서림 엣센스 일한사전,海苔,auto-selected score=122 meaning_hits=0 target_match=surface; query=海苔
w_275c1a0a5b10d1cf,会長の座が空位になる.,회장 자리가 공석이 되다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BC%9A%E9%95%B7,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106440368,auto,0,b787b800c0d34f09af50aa5f6a1bdace,881982a8,민중서림 엣센스 한일사전,会長 회장,auto-selected score=134 meaning_hits=1 target_match=surface; query=会長 회장
w_28d2921e86daacc1,ソウル本社から辺地へ追いやられる.,서울 본사에서 벽지로 내밀리다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%9C%AC%E7%A4%BE,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1787106455100,auto,0,7189a061ced34c51a29522976cb8cd21,881982a8,민중서림 엣센스 한일사전,本社,auto-selected score=134 meaning_hits=1 target_match=surface; query=本社
w_2901dd31bf072352,気体が膨張する,기체가 팽창하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%B0%97%E4%BD%93,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106519739,auto,0,59e7a40d9fa348e7aabd2ce72140d54c,081341B9,민중서림 엣센스 일한사전,気体 기체 →じょうき,auto-selected score=129 meaning_hits=1 target_match=surface; query=気体 기체 →じょうき
w_2aa39eb735d84826,請求書を送つける,청구서를 보내다[송부하다].,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AB%8B%E6%B1%82%E6%9B%B8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1787106451829,auto,0,bb95f87253db41c4929e98205fd718fe,081341B9,민중서림 엣센스 일한사전,請求書 청구서,auto-selected score=121 meaning_hits=1 target_match=surface; query=請求書 청구서
