id,level,surface,reading_kana,furigana,meaning_ko,part_of_speech,card_type,example_jp,example_ko,example_jp_id,example_jp_author,example_ko_id,example_ko_author,example_license,alt_forms,disambig,source,qa_status,deprecated,tags,data_version,frequency,reading_chapter,deprecated_reason,superseded_by
w_9f96114d9d8442ca,N5,前,まえ,まえ,앞,noun,A,一礼して前を通る,가볍게 인사하고 앞을 지나다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.970,1,,
w_78a37817bd6740bc,N5,時間,じかん,じかん,시간,noun,A,OT時間を変更する,시간 외 근무 시간을 변경하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.950,1,,
w_901e9473e86b14cd,N5,また,また,また,또,noun,C,また悪をした,또 나쁜 짓을 했다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.920,1,,
w_a1ee78bb6cc157b5,N5,目,め,め,눈,noun,A,目を三角にする,눈을 세모로 뜨다(눈을 부라리다; 눈에 쌍심지를 켜다),,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.910,1,,
w_07bc7f7c95991757,N5,家,いえ,いえ,집,noun,A,古い家を取り壊して新しい家を建てる.,낡은 집을 헐고서 새집을 짓다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.820,1,,
w_d5f25dace331d783,N5,後,あと,あと,"뒤, 나중",noun,A,彼は一番後に来た.,그는 맨 나중에 왔다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.790,1,,
w_8d6e887ea2a8b1d8,N5,好き,すき,すき,좋아함,noun,B,食べ物は熱いのが好きだ.,음식은 뜨거운 것을 좋아한다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""すき""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.770,1,,
w_98e68681f275b2c8,N5,ここ,ここ,ここ,여기,pronoun,C,ここに名前を書いてください。,여기에 이름을 써 주세요.,,AshitaKanji 편집 예문,,,self,,,kaggle:robinpourtaud/jlpt-words-by-level;phrase-review-backfill,verified,0,"[""draft-ko-missing"",""phrase-review-backfill""]",2,5.760,1,,
w_f9afbe72e023b2b4,N5,上,うえ,うえ,위,noun,A,上には上がある,기는 놈 위에 나는 놈 있다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.750,1,,
w_af5024e6326a3ea3,N5,本,ほん,ほん,책,noun,A,本といっても低俗な本だ,책은 책이로되 저속한 책이다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.710,1,,
w_7b2c455e4c556f13,N5,あれ,あれ,あれ,"그것(저쪽, 거기)",pronoun,C,あれは私の学校です。,저것은 제 학교입니다.,,AshitaKanji 편집 예문,,,self,,,kaggle:robinpourtaud/jlpt-words-by-level;phrase-review-backfill,verified,0,"[""draft-ko-missing"",""phrase-review-backfill""]",2,5.700,1,,
w_024f604ff23bfcfe,N5,言う,いう,いう,말하다,verb,B,"ふん,何を言うか","흥, 무슨 말을 하는 거냐",,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.680,1,,
w_50ffd2ba2cc08cff,N5,二日,ふつか,ふつか,"2일, 초이틀",noun,A,一回転するのに二日かかる,1회전 하는 데 2일이 걸리다,,NAVER 일본어사전 · 교학사 일한사전,,,owner-confirmed-cleared,"[""ふつか""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.670,1,,
w_544139731cfe7ca3,N5,あなた,あなた,あなた,"당신, 너",pronoun,C,あなたは学生ですか。,당신은 학생입니까?,,AshitaKanji 편집 예문,,,self,,,kaggle:robinpourtaud/jlpt-words-by-level;phrase-review-backfill,verified,0,"[""draft-ko-missing"",""phrase-review-backfill""]",2,5.660,1,,
w_e96a3954d2c03ee7,N5,手,て,て,손,noun,A,手に手に旗をもって堵列する.,손에 손에 기를 들고 도열하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.630,1,,
w_9532b412fe913961,N5,国,くに,くに,나라,noun,A,国[愛]に殉ずる,나라를[사랑을] 위하여 목숨을 버리다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.580,1,,
w_f89e0ddb634dd390,N5,しかし,しかし,しかし,그러나,conjunction,C,雨が降っている。しかし、出かけなければならない。,비가 오고 있다. 하지만 외출해야 한다.,,AshitaKanji 편집 예문,,,self,,,kaggle:robinpourtaud/jlpt-words-by-level;phrase-review-backfill,verified,0,"[""draft-ko-missing"",""phrase-review-backfill""]",2,5.570,1,,
w_821ee8e2dba46f70,N5,今日,きょう,きょう,오늘,noun,A,今日は君の奢りだ,오늘은 네가 한턱낼 차례다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.570,1,,
w_f96a8af68031ebbf,N5,多い,おおい,おおい,많다,adjective,B,今年は雨が多い,올해는 비가 많이 내린다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.560,1,,
w_a9a5a7b5fbe0a750,N5,車,くるま,くるま,자동차,noun,A,車で遠出する,차를 타고 멀리 나가다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.560,1,,
w_8cf5b23c8239dd60,N5,男,おとこ,おとこ,남자,noun,A,あの男は仙人だ,저 사나이는 욕심이라곤 없는 사람이다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.550,1,,
w_e25b1709597d83d2,N5,女,おんな,おんな,여자,noun,A,あの女は玄人だ.,저 여자는 화류계 여성이다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.530,1,,
w_ea565137f57672cd,N5,行く,いく,いく,가다,verb,B,見舞いに行く,문안[문병] 가다; 위문 가다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.520,1,,
w_38856be7d8a54293,N5,欲しい,ほしい,ほしい,가지고 싶다,adjective,B,くせ毛の私はサラサラのつるっとした直毛がほしい。,곱슬머리인 나는 찰랑찰랑 매끈한 생머리를 가지고 싶다.,,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,"[""ほしい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.510,1,,
w_776f8a3599870bb9,N5,見る,みる,みる,보다,verb,B,二案を対比して見る.,두 안을 대비해 보다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.500,1,,
w_1c4782cb3f4c16f4,N5,意味,いみ,いみ,"의미, 뜻",noun,A,その意味は通じない.,그 의미는 통하지 않는다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.490,1,,
w_9151b8dab19698cd,N5,一緒,いっしょ,いっしょ,함께,noun,A,先まで一緒にいた,조금 전까지 같이 있었다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.480,1,,
w_01658ab2cabde4e9,N5,もっと,もっと,もっと,"좀 더, 더",adverb,C,被害はもっと広がる模様だ.,피해는 좀 더 늘어날 모양이다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.460,1,,
w_77b718c58af82826,N5,店,みせ,みせ,가게,noun,A,店を広げる,가게를 넓히다[늘리다]; 가게를 벌여 놓다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4;pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.460,1,,
w_98d17bf25edfe4cf,N5,先,さき,さき,"앞, 먼저",noun,A,物の先を折る,첫고등[초장]에 꺾다; 콧대를 꺾다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.450,1,,
w_02ed6d62e248827b,N5,写真,しゃしん,しゃしん,사진,noun,A,変顔で写真をとる,우스꽝스러운 표정으로 사진을 찍다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""しゃしん""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.450,1,,
w_32bfc55dfc717519,N5,物,もの,もの,"물건, 것",noun,A,フリー・マーケットも，ただ換金するのではなく，物を捨てない，ほかの人に喜んで使ってもらうことが大切なんです,"플리 마켓도 단지 환금하는 것만이 아니라, 물건을 버리지 않고 다른 사람이 기꺼이 쓰도록 하는 것이 중요한 겁니다.",,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.450,1,,
w_8c1152413e522bfd,N5,顔,かお,かお,얼굴,noun,A,酒焼けした顔; 酒焼けで赤くなった顔.,주독이 올라 벌겋게 된 얼굴,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.450,1,,
w_e4c1f652ab3bcc9c,N5,会社,かいしゃ,かいしゃ,회사,noun,A,前の会社をしくじってこの会社に入った,전 회사에서 해고당하고 이 회사에 들어왔다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.440,1,,
w_c8d120064fb5fe5a,N5,違う,ちがう,ちがう,다르다,verb,B,二人は芸風が違う.,두 사람은 예풍이 다르다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:mkt_n3;pass_n3;pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""phrase-form-merged""]",2,5.440,1,,
w_80ceb9fc02428991,N5,十,じゅう,じゅう,"열, 십",numeral,A,十は二で割れる,10은 2로 (우수리 없이) 나뉜다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""pdf-supplement""]",2,5.430,1,,
w_65b969c52dc19ac2,N5,少し,すこし,すこし,"조금, 약간",adverb,B,水を少し飲みました。,물을 조금 마셨습니다.,,AshitaKanji 편집 예문,,,self,,,kaggle:robinpourtaud/jlpt-words-by-level;headword-audit-backfill,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""headword-audit-backfill""]",2,5.430,1,,
w_26913edea9440b3b,N5,子供,こども,こども,"아이, 어린이",noun,A,子供たちが公園で遊んでいます。,아이들이 공원에서 놀고 있습니다.,,AshitaKanji 편집 예문,,,self,"[""子ども"",""子供""]",,pdf:pass_n5;kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""headword-full-audit-normalized"",""headword-full-audit-merged""]",2,5.420,1,,
w_2b11811c35f6554d,N5,こちら,こちら,こちら,"이쪽, 이 분, 이 사람",pronoun,C,こちらに来てください。,이리 와요. (기본표현>행동/지시>안내할 때),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.410,1,,
w_bcedcfcd5e8e22df,N5,名前,なまえ,なまえ,이름,noun,A,三人の名前を書き並べる.,세 사람의 이름을 열기하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.410,1,,
w_d022b0a932b792f3,N5,下,した,した,"아래, 밑",noun,A,下へ漕ぎ下る,하류로 배를 저어 내려가다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.400,2,,
w_200668ec7c5383e0,N5,高い,たかい,たかい,"비싸다, 높다, (키가) 크다",adjective,B,プライドが高い,프라이드가 높다; 자존심이 강하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.400,2,,
w_ea12d2f2af986fa5,N5,一番,いちばん,いちばん,"첫 번째, 가장",noun,A,ここが一番の要だ,여기가 가장 중요한 대목이다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.390,2,,
w_262ab17a9d5f3f78,N5,大丈夫,だいじょうぶ,だいじょうぶ,괜찮음,adjective,A,だいじょうぶです。,말짱해요. (식당>술집/바>술 마실 때),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,"[""だいじょうぶ""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.390,2,,
w_bb99d72b569d623b,N5,言葉,ことば,ことば,"말, 단어",noun,A,言葉の先を折る,말참견하여 남의 말을 중단시키다; 남의 말허리를 꺾다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.390,2,,
w_30e6d05dd941be0b,N5,十日,とおか,とおか,10일,noun,A,この事件の審問は十日に開かれる,이 사건의 심문은 10일에 열린다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.380,2,,
w_a98005804f7e62f0,N5,映画,えいが,えいが,영화,noun,A,SF映画が大好きだ,공상 과학(SF) 영화를 아주 좋아한다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.380,2,,
w_7ce478d1c4361987,N5,三回,さんかい,さんかい,"3회, 세 번",noun,A,すすぎは三回します.,헹구기는[헹굼질은] 세 번 합니다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""さんかい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.370,2,,
w_1a590a2722d8602f,N5,駅,えき,えき,역,noun,A,駅ビルに出店する,역사 빌딩에 새로 점포를 내다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.350,2,,
w_498cfa7744858240,N5,下さい,ください,ください,주세요,expression,B,次項を参照して下さい.,다음 항을 참조해 주십시오,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.340,2,,
w_c799737be7ede11f,N5,水,みず,みず,물,noun,A,水タンクに水を注ぎ入れる,물탱크에 물을 부어 넣다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.330,2,,
w_9d121ba8f42b39e0,N5,学校,がっこう,がっこう,학교,noun,A,学校をサボる.,학교에 안 가고 땡땡이를 부리다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.310,2,,
w_9e78a27c5f2d6452,N5,先生,せんせい,せんせい,선생님,noun,A,先生が教卓についた.,선생님이 교탁 앞에 섰다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.300,2,,
w_7a18f1c9b04f4038,N5,外,そと,そと,밖,noun,A,玄関の外に外灯をつける.,현관 밖에 외등을 달다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.280,2,,
w_e8bf101d5d035c24,N5,初めて,はじめて,はじめて,처음으로,adverb,B,この小説は初めて邦訳された.,이 소설은 처음으로 국역되었다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""はじめて""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.270,2,,
w_053f7db9e9a81e55,N5,友達,ともだち,ともだち,친구,noun,A,学校で新しい友達ができました。,학교에서 새로운 친구가 생겼습니다.,,AshitaKanji 편집 예문,,,self,"[""友だち"",""友達""]",,pdf:pass_n5;kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""headword-full-audit-normalized"",""headword-full-audit-merged""]",2,5.270,2,,
w_44bc31f10823f315,N5,結婚する,けっこんする,けっこんする,결혼하다,verb,B,良縁を得て結婚する.,좋은 연분을 만나 결혼하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""けっこんする""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.260,2,,
w_4d8d34ddefce90aa,N5,新しい,あたらしい,あたらしい,새롭다,adjective,B,新しい服がない。,새 옷이 없어요. (생활/가정>가정생활>옷방),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,"[""あたらしい""]",,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.250,2,,
w_5c9c502d15788681,N5,女の子,おんなのこ,おんなのこ,여자아이,noun,B,同クラの女の子に告白する,같은 반 여자아이에게 고백하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.240,2,,
w_52ca205b3d7f3971,N5,出る,でる,でる,나가(오)다,verb,B,イ:キム元長官が今回の総選挙に出るのは事実だろうか。,가: 김 전 장관이 이번 총선에 나온다는 게 사실일까?,,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,"[""でる""]",,pdf:pass_n5;pdf:pass_n1,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged"",""phrase-collocation-source""]",2,5.230,2,,
w_d631fd55fbc45d65,N5,大変,たいへん,たいへん,"힘듦, 큰일임",adverb,A,その節は大変お世話になりました,그때는 신세를 많이 졌습니다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""たいへん""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.230,2,,
w_84eb455426c5a140,N5,道,みち,みち,길,noun,A,道なき道を踏み分けて進んだ.,길도 나 있지 않은 곳을 헤치고 나아갔다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""みち""]",,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.220,2,,
w_3b0299bf8a99dffb,N5,お金,おかね,おかね,돈,noun,B,"彼は口を開けば一にもお金,二にもお金だ",그는 입만 열면 돈타령이다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.210,2,,
w_1b9d8a75f2b91a55,N5,電話,でんわ,でんわ,전화,noun,A,電話を待っています。,전화를 기다리고 있어요. (전화>일반 전화통화>전화를 사용할 때),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,"[""でんわ""]",,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.210,2,,
