id,level,surface,reading_kana,furigana,meaning_ko,part_of_speech,card_type,example_jp,example_ko,example_jp_id,example_jp_author,example_ko_id,example_ko_author,example_license,alt_forms,disambig,source,qa_status,deprecated,tags,data_version,frequency,reading_chapter,deprecated_reason,superseded_by
w_821ee8e2dba46f70,N5,今日,きょう,きょう,오늘,noun,A,今日は君の奢りだ,오늘은 네가 한턱낼 차례다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.57,1,,
w_f96a8af68031ebbf,N5,多い,おおい,おおい,많다,adjective,B,今年は雨が多い,올해는 비가 많이 내린다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.56,1,,
w_a9a5a7b5fbe0a750,N5,車,くるま,くるま,자동차,noun,A,車で遠出する,차를 타고 멀리 나가다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.56,1,,
w_8cf5b23c8239dd60,N5,男,おとこ,おとこ,남자,noun,A,あの男は仙人だ,저 사나이는 욕심이라곤 없는 사람이다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.55,1,,
w_e25b1709597d83d2,N5,女,おんな,おんな,여자,noun,A,あの女は玄人だ.,저 여자는 화류계 여성이다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.53,1,,
w_ea565137f57672cd,N5,行く,いく,いく,가다,verb,B,,,,,,,,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.52,1,,
w_38856be7d8a54293,N5,欲しい,ほしい,ほしい,가지고 싶다,adjective,B,,,,,,,,"[""ほしい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.51,1,,
w_776f8a3599870bb9,N5,見る,みる,みる,보다,verb,B,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.5,1,,
w_1c4782cb3f4c16f4,N5,意味,いみ,いみ,"의미, 뜻",noun,A,その意味は通じない.,그 의미는 통하지 않는다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.49,1,,
w_9151b8dab19698cd,N5,一緒,いっしょ,いっしょ,함께,noun,A,先まで一緒にいた,조금 전까지 같이 있었다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.48,1,,
w_01658ab2cabde4e9,N5,もっと,もっと,もっと,"좀 더, 더",adverb,C,,,,,,,,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.46,1,,
w_77b718c58af82826,N5,店,みせ,みせ,가게,noun,A,,,,,,,,,,pdf:pass_n4;pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.46,1,,
w_98d17bf25edfe4cf,N5,先,さき,さき,"앞, 먼저",noun,A,物の先を折る,첫고등[초장]에 꺾다; 콧대를 꺾다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.45,1,,
w_02ed6d62e248827b,N5,写真,しゃしん,しゃしん,사진,noun,A,変顔で写真をとる,우스꽝스러운 표정으로 사진을 찍다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""しゃしん""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.45,1,,
w_32bfc55dfc717519,N5,物,もの,もの,"물건, 것",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.45,1,,
w_8c1152413e522bfd,N5,顔,かお,かお,얼굴,noun,A,酒焼けした顔; 酒焼けで赤くなった顔.,주독이 올라 벌겋게 된 얼굴,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.45,1,,
w_e4c1f652ab3bcc9c,N5,会社,かいしゃ,かいしゃ,회사,noun,A,前の会社をしくじってこの会社に入った,전 회사에서 해고당하고 이 회사에 들어왔다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.44,1,,
w_80ceb9fc02428991,N5,十,じゅう,じゅう,"열, 십",numeral,A,十は二で割れる,10은 2로 (우수리 없이) 나뉜다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""pdf-supplement""]",2,5.43,1,,
w_65b969c52dc19ac2,N5,少し,すこし,すこし,"조금, 약간",adverb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level;headword-audit-backfill,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""headword-audit-backfill""]",2,5.43,1,,
w_26913edea9440b3b,N5,子供,こども,こども,"아이, 어린이",noun,A,,,,,,,,"[""子ども"",""子供""]",,pdf:pass_n5;kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""headword-full-audit-normalized"",""headword-full-audit-merged""]",2,5.42,1,,
w_2b11811c35f6554d,N5,こちら,こちら,こちら,"이쪽, 이 분, 이 사람",pronoun,C,こちらに来てください。,이리 와요. (기본표현>행동/지시>안내할 때),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.41,1,,
w_bcedcfcd5e8e22df,N5,名前,なまえ,なまえ,이름,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.41,1,,
w_d022b0a932b792f3,N5,下,した,した,"아래, 밑",noun,A,下へ漕ぎ下る,하류로 배를 저어 내려가다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.4,1,,
w_200668ec7c5383e0,N5,高い,たかい,たかい,"비싸다, 높다, (키가) 크다",adjective,B,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.4,1,,
w_ea12d2f2af986fa5,N5,一番,いちばん,いちばん,"첫 번째, 가장",noun,A,ここが一番の要だ,여기가 가장 중요한 대목이다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.39,1,,
w_262ab17a9d5f3f78,N5,大丈夫,だいじょうぶ,だいじょうぶ,괜찮음,adjective,A,,,,,,,,"[""だいじょうぶ""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.39,1,,
w_bb99d72b569d623b,N5,言葉,ことば,ことば,"말, 단어",noun,A,言葉の先を折る,말참견하여 남의 말을 중단시키다; 남의 말허리를 꺾다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.39,1,,
w_30e6d05dd941be0b,N5,十日,とおか,とおか,10일,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.38,1,,
w_a98005804f7e62f0,N5,映画,えいが,えいが,영화,noun,A,SF映画が大好きだ,공상 과학(SF) 영화를 아주 좋아한다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.38,1,,
w_7ce478d1c4361987,N5,三回,さんかい,さんかい,"3회, 세 번",noun,A,,,,,,,,"[""さんかい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.37,2,,
w_1a590a2722d8602f,N5,駅,えき,えき,역,noun,A,駅ビルに出店する,역사 빌딩에 새로 점포를 내다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.35,2,,
w_498cfa7744858240,N5,下さい,ください,ください,주세요,expression,B,次項を参照して下さい.,다음 항을 참조해 주십시오,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.34,2,,
w_c799737be7ede11f,N5,水,みず,みず,물,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.33,2,,
w_9d121ba8f42b39e0,N5,学校,がっこう,がっこう,학교,noun,A,学校をサボる.,학교에 안 가고 땡땡이를 부리다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.31,2,,
w_9e78a27c5f2d6452,N5,先生,せんせい,せんせい,선생님,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.3,2,,
w_7a18f1c9b04f4038,N5,外,そと,そと,밖,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.28,2,,
w_e8bf101d5d035c24,N5,初めて,はじめて,はじめて,처음으로,adverb,B,,,,,,,,"[""はじめて""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.27,2,,
w_053f7db9e9a81e55,N5,友達,ともだち,ともだち,친구,noun,A,,,,,,,,"[""友だち"",""友達""]",,pdf:pass_n5;kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""headword-full-audit-normalized"",""headword-full-audit-merged""]",2,5.27,2,,
w_44bc31f10823f315,N5,結婚する,けっこんする,けっこんする,결혼하다,verb,B,,,,,,,,"[""けっこんする""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.26,2,,
w_4d8d34ddefce90aa,N5,新しい,あたらしい,あたらしい,새롭다,adjective,B,新しい服がない。,새 옷이 없어요. (생활/가정>가정생활>옷방),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,"[""あたらしい""]",,pdf:pass_n4;pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.25,2,,
w_5c9c502d15788681,N5,女の子,おんなのこ,おんなのこ,여자아이,noun,B,同クラの女の子に告白する,같은 반 여자아이에게 고백하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.24,2,,
w_52ca205b3d7f3971,N5,出る,でる,でる,나가(오)다,verb,B,,,,,,,,"[""でる""]",,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.23,2,,
w_d631fd55fbc45d65,N5,大変,たいへん,たいへん,"힘듦, 큰일임",adverb,A,,,,,,,,"[""たいへん""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.23,2,,
w_84eb455426c5a140,N5,道,みち,みち,길,noun,A,,,,,,,,"[""みち""]",,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.22,2,,
w_3b0299bf8a99dffb,N5,お金,おかね,おかね,돈,noun,B,"彼は口を開けば一にもお金,二にもお金だ",그는 입만 열면 돈타령이다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.21,2,,
w_1b9d8a75f2b91a55,N5,電話,でんわ,でんわ,전화,noun,A,,,,,,,,"[""でんわ""]",,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.21,2,,
w_d49cf6d16e71ac82,N5,口,くち,くち,입,noun,A,うわさが口から口へと伝わって広がった.,소문이 입에서 입으로 건너 퍼졌다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.2,2,,
w_a6b4b27691fedbcb,N5,明日,あした,あした,내일,noun,A,明日は日限が切れる.,내일이면 기일이 다 된다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""あした""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.2,2,,
w_3c328157edaee908,N5,花,はな,はな,꽃,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.2,2,,
w_3a519ce249e48d40,N5,朝,あさ,あさ,아침,noun,A,朝早く家を出る.,이른 아침에 집을 나서다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.18,2,,
w_8ca0f1252831d3ea,N5,来る,くる,くる,오다,verb,B,来るわ来るわ、続続とやってくる,"온다 와, 잇따라 온다",,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.18,2,,
w_705444c4af714dc3,N5,部屋,へや,へや,방,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.17,2,,
w_4fcfaee1f33cf379,N5,大学,だいがく,だいがく,대학,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.15,2,,
w_59c56506badd0309,N5,質問する,しつもんする,しつもんする,질문하다,verb,B,,,,,,,,"[""しつもんする""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.14,2,,
w_ea3d8a4e6ed4bc82,N5,足,あし,あし,"발, 다리",noun,A,脚かけに足を掛ける。,발걸이에 발을 대다.,,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,"[""脚"",""あし""]",,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.14,2,,
w_3f640b266f63ee0d,N5,大きな,おおきな,おおきな,큰,adjective,B,大きな顔をする,젠체하다; 혼자 잘난 체하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.13,2,,
w_da5a628fb9113ea9,N5,毎日,まいにち,まいにち,매일,adverb,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.13,2,,
w_139be75fa16ee36c,N5,結構,けっこう,けっこう,"꽤, 괜찮음; 충분함, 이제 됐음",adjective,A,どちらになさいますか。どちらでも結構です,어느 것으로 하시겠습니까. 어느 것이든 좋습니다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""けっこう""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.12,2,,
w_d8b942a0bbdb88b3,N5,違います,ちがいます,ちがいます,"아닙니다, 틀립니다",expression,B,,,,,,,,"[""ちがいます""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.12,2,,
w_13a157c458bf7731,N5,母,はは,はは,엄마,noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.09,2,,
w_08908a001d06c5eb,N5,面白い,おもしろい,おもしろい,재미있다,adjective,B,面白い駅名を検索する,재미있는 역 이름을 검색하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""おもしろい""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.09,2,,
w_f12a1758289392e6,N5,何個,なんこ,なんこ,몇 개,noun,A,,,,,,,,"[""なんこ""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.08,2,,
w_5b4445d187ac74c5,N5,二十歳,はたち,はたち,"20세, 스무 살",noun,A,,,,,,,,"[""はたち""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.07,2,,
w_7e57ca01996ff75a,N5,父,ちち,ちち,"아빠, 아버지",noun,A,,,,,,,,,,pdf:pass_n5,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.07,2,,
w_6313f9284b018464,N5,一台,いちだい,いちだい,한 대(자전거),noun,A,,,,,,,,"[""いちだい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.06,2,,
w_1cd9d956ac65ad3e,N5,色々,いろいろ,いろいろ,다양한; 여러 가지임,adjective,A,色々な文化が混ざる,여러 가지 문화가 섞이다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""いろいろ""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.06,2,,
w_7ed84a7c01d905d4,N5,今年,ことし,ことし,올해,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,5.05,2,,
w_579247e75349eed1,N5,多分,たぶん,たぶん,아마,noun,A,,,,,,,,"[""たぶん""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.05,2,,
w_7db678ed78c2c659,N5,昨日,きのう,きのう,어제,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,5.05,2,,
w_3eba3e358ed6b787,N5,猫,ねこ,ねこ,고양이,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.05,2,,
w_1c59e13dadce6f6b,N5,絵,え,え,그림,noun,A,絵を額に収める.,그림을 액자에 끼워 넣다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.05,2,,
w_8b48398f0e097160,N5,入る,はいる,はいる,들어가(오)다,verb,B,,,,,,,,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.04,2,,
