word_id,jp,ko,source,source_url,license,permission_status,attribution,captured_at,qa_status,sort_order,naver_example_id,naver_source_cid,naver_source_name,query,qa_note
w_728a3497c3392fcb,みなさんの賢明な選択をお願い致します.,여러분의 현명한 선택을 부탁드리겠습니다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%B3%A2%E6%98%8E,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156583705,auto,0,02541870c11a4aa3a05ebe875f0fd511,881982a8,민중서림 엣센스 한일사전,賢明,auto-selected score=102
w_e31b34e21fc7db42,けちと倹約は似て非なるものだ.,인색함과 검약은 비슷하나 다른 것이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%80%B9%E7%B4%84,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156583882,auto,0,2668493f77694e9d89b9e436160ef79f,881982a8,민중서림 엣센스 한일사전,倹約,auto-selected score=102
w_a89d7543de8ec945,原油が噴出する.,원유가 분출하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8E%9F%E6%B2%B9,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156583670,auto,0,e24949b52ac1403f825a1247cf6a6c7c,881982a8,민중서림 엣센스 한일사전,原油,auto-selected score=102
w_4b793a1aaa2e1b85,私の部屋にあるソファは、広げるとベッドにも兼用できる。,내 방에 있는 소파는 펼치면 침대로도 겸용된다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%BC%E7%94%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156583985,auto,0,8d4f451c52a44896b19ad226433069bb,8819cr4o,국립국어원 한국어-일본어 학습사전,兼用,auto-selected score=102
w_c353095029950f10,権力には手も足も出ない.,권력 앞에는 꿈쩍 못하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%A8%A9%E5%8A%9B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156593589,auto,0,fb435ad039014daaaacd58367c63ea5a,881982a8,민중서림 엣센스 한일사전,権力,auto-selected score=102
w_39d38339c9c75b7b,言論の自由はこれを束縛しない.,언론의 자유는 이를 속박하지 않는다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E8%AB%96,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156593578,auto,0,9000978d0ac248d3b1bf2eb99776519d,881982a8,민중서림 엣센스 한일사전,言論,auto-selected score=102
w_3ee231ae0797fce5,語彙をゆたかにする.,어휘를 풍부히 하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AA%9E%E5%BD%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156593546,auto,0,a64601de38154257b5508c86d00f9e2a,881982a8,민중서림 엣센스 한일사전,語彙,auto-selected score=102
w_db7a3a325baa8205,ロ：うん。ミンチョルとジヨンが出会って恋するようになる内容だ。,나: 응. 민철과 지영이 만나 사랑하게 되는 내용이야.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%81%8B%E3%81%99%E3%82%8B,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156593842,auto,0,98da227086354d8f8a6e2366eb1fbd95,8819cr4o,국립국어원 한국어-일본어 학습사전,恋する,auto-selected score=102
w_3157aa07368dd300,以下、原告を甲、被告を乙と称する,"이하 원고를 갑, 피고를 을이라 칭한다",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%94%B2,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156594054,auto,0,d6d1e97565a14a90a7cd3a6402d87d1e,80198525,민중서림 엣센스 일한사전,甲,auto-selected score=102
w_780ff9b4eddf3b98,好意をこころよく思わない; 好意をこころよしとしない.,호의를 시답지 않게 여기다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%BD%E6%84%8F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156594244,auto,0,bca41b3a25f6496b8eccbe0e3b15c77f,881982a8,민중서림 엣센스 한일사전,好意,auto-selected score=102
w_1eabc0e02e1b1b73,勇気ある行為を称える,용기 있는 행위를 칭송하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A1%8C%E7%82%BA,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156594144,auto,0,d99d80aa31034b3ab85e0ebe387d15e2,081341B9,민중서림 엣센스 일한사전,行為,auto-selected score=97
w_7631fcb7cc1b6dff,協議の末、合意に達した,협의 끝에 합의에 도달했다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%88%E6%84%8F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156594612,auto,0,bc0dcf82c42949febe702f48c761bf49,081341B9,민중서림 엣센스 일한사전,合意,auto-selected score=102
w_0e9cab5ccd7e7e49,システム工学,시스템 공학.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B7%A5%E5%AD%A6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156594466,auto,0,3e39b4855dc84d909f828955eb6e726a,081341B9,민중서림 엣센스 일한사전,工学,auto-selected score=67
w_f5b6e76824842fac,抗議の電話が引きも切らずかかってくる.,항의 전화가 계속 걸려 온다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8A%97%E8%AD%B0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156594893,auto,0,c2a7a9285be04abfa639437a8ef8d25a,881982a8,민중서림 엣센스 한일사전,抗議,auto-selected score=102
w_e094b2bdf717020b,両人が合議する.,양인이 합의하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%88%E8%AD%B0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156594762,auto,0,831fe75b76834a6db94433bbfc0d4904,881982a8,민중서림 엣센스 한일사전,合議,auto-selected score=102
w_337d70ea4dceb5f2,私たちは昔の皇居を見回り、その規模と壮大さに驚いた。,우리는 옛 황궁을 둘러보다가 그 규모와 웅장함에 놀랐다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%9A%87%E5%B1%85,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156595078,auto,0,d560ea71b1ce4fcead9e2a22d2c3e914,8819cr4o,국립국어원 한국어-일본어 학습사전,皇居,auto-selected score=102
w_2e70bcc048a5af1a,今回の息の長い好況の中でも，いわゆるコーポレート・ダウンサイジングが続けられている,이번과 같이 오랫동안 계속되는 호황 속에서도 이른바 기업의 (기구)축소가 계속되고 있다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%BD%E6%B3%81,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1780156595048,auto,0,82bdad809d484aa0b90e8b23f2ace66a,8800047F,민중서림 엣센스 외래어사전,好況,auto-selected score=102
w_4ec79dd3ebc228e2,鉱業が衰える。,광업이 쇠퇴하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%89%B1%E6%A5%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156604751,auto,0,a75128142d46441a81a8ba963b6370ae,8819cr4o,국립국어원 한국어-일본어 학습사전,鉱業,auto-selected score=102
w_76cf5244936dd779,殖産興業を首唱する,식산흥업을 수창하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%88%88%E6%A5%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 교학사 일한사전,1780156595318,auto,0,8716435d754d423daf98be173e844cd4,080004F6,교학사 일한사전,興業,auto-selected score=40
w_c59429d0438d38b0,高原に転地する.,고원으로 전지하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%AB%98%E5%8E%9F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156604759,auto,0,db0866646c7b409ab5060a2fae726f79,881982a8,민중서림 엣센스 한일사전,高原,auto-selected score=102
w_d1effe589d89584b,二人の方を交互に見ながら同意を求める.,두 사람을 갈마보며 동의를 구하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BA%A4%E4%BA%92,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156604852,auto,0,fe69eb4322e149cabf56aa5505483aca,881982a8,민중서림 엣센스 한일사전,交互,auto-selected score=102
w_e69fbb37694a99ab,店の看板が街中を煌々と照らした。,가게들의 간판이 거리를 휘황히 밝혔다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E7%85%8C%E3%80%85%E3%81%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156605473,auto,0,f09e25fd5b4847ef9da42a4aae01b6fa,8819cr4o,국립국어원 한국어-일본어 학습사전,煌々と,auto-selected score=102
w_7587537a3a6e7c0d,Ｕの専門は考古学，特に，大西洋にあったとされるアトランティス大陸の文明の研究者ということです,"U의 전문은 고고학, 특히 대서양에 있었다고 하는 아틀란티스 대륙의 문명 연구자라는 것입니다.",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%80%83%E5%8F%A4%E5%AD%A6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1780156605249,auto,0,910f6c3922824cb9ba6beb61b7888eb0,8800047F,민중서림 엣센스 외래어사전,考古学,auto-selected score=94
w_d2af5820425c0cf7,裏面で工作する,이면에서 공작하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B7%A5%E4%BD%9C,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156605138,auto,0,8149e7399a0041d2b8767dd68d396e0c,081341B9,민중서림 엣센스 일한사전,工作,auto-selected score=97
w_98d59d0b388f7dad,耕作に適する土地である.,경작에 적합한 땅이다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%80%95%E4%BD%9C,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156605482,auto,0,6d9c55df4cda4531aafe1ff3264d01e5,881982a8,민중서림 엣센스 한일사전,耕作,auto-selected score=102
w_4b5c40d56f85dd11,人夫たちは鉱山で荒玉を掘った。,인부들은 광산에서 옥석을 캤다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%89%B1%E5%B1%B1,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156605715,auto,0,6559d858f6df41dd9847f60eb1be3e24,8819cr4o,국립국어원 한국어-일본어 학습사전,鉱山,auto-selected score=102
w_55b65bdd023e0474,料理の講習を受ける.,요리 강습을 받다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AC%9B%E7%BF%92,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156606162,auto,0,2353077a3dce43099008f222d50842fa,881982a8,민중서림 엣센스 한일사전,講習,auto-selected score=102
w_aeb5344304326db2,詳しく口述する。,자세히 구술하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8F%A3%E8%BF%B0,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156605767,auto,0,380d7f612981428bb85bfa37325327ac,8819cr4o,국립국어원 한국어-일본어 학습사전,口述,auto-selected score=80
w_13766da5735467c8,税金が控除される,세금이 공제되다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8E%A7%E9%99%A4,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156606187,auto,0,82400f6b3d8144d3a111f2d720662d85,081341B9,민중서림 엣센스 일한사전,控除,auto-selected score=97
w_4f9b62e5e17e6111,交渉が滞って進まない.,교섭이 정체되어 진전이 없다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BA%A4%E6%B8%89,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156606058,auto,0,925431a98c1b4f0e96da074b58f15e9d,881982a8,민중서림 엣센스 한일사전,交渉,auto-selected score=102
w_ae5ee65174d10084,変に高尚ぶる.,별나게 고상한 체하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%AB%98%E5%B0%9A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156606424,auto,0,37a249c72ada48bb8dba2e29405dbad6,881982a8,민중서림 엣센스 한일사전,高尚,auto-selected score=102
w_56671cf6f44aa64f,患者のQOLを向上させる,환자의 삶의 질을 향상시키다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%91%E4%B8%8A,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156616012,auto,0,a965640fcb4a4fad987cf5be77c64575,081341B9,민중서림 엣센스 일한사전,向上,auto-selected score=97
w_9597650877298004,旗を先頭に押し立てて行進する.,깃발을 앞에 내세우고 행진하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%A1%8C%E9%80%B2,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156606667,auto,0,be1f488d4d824fc89b766db4024aab8d,881982a8,민중서림 엣센스 한일사전,行進,auto-selected score=102
w_ab39420ffd96523f,ロ：特殊な香辛料が入っています。,나: 특수한 향신료가 들어갔습니다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%A6%99%E8%BE%9B%E6%96%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156615963,auto,0,a204d03b24ad4d52b6cb6367a3779ada,8819cr4o,국립국어원 한국어-일본어 학습사전,香辛料,auto-selected score=94
w_c803e7bf5b05a6c4,今年は平年の降水量より多くの雨が降ります。,올해는 예년 강수량보다 많은 비가 내리겠습니다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E9%99%8D%E6%B0%B4,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156616387,auto,0,5401df65bdf04ed9b04b63cdf21a0392,8819cr4o,국립국어원 한국어-일본어 학습사전,降水,auto-selected score=94
w_bf135c7ae1d91c59,洪水に橋が押し流された.,홍수에 다리가 휩쓸려 갔다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%B4%AA%E6%B0%B4,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156616258,auto,0,9d3116ecfafb4fbdb79c7d6b93d45580,881982a8,민중서림 엣센스 한일사전,洪水,auto-selected score=102
w_65d6bc0a435393bf,パソコンへは，人物は主にペン入力。背景は四，五人のアシスタントが描いてスキャナーで写し取り，人物と合成する,"퍼스널 컴퓨터에는 인물은 주로 펜 입력. 배경은 4,5명의 조수가 그려서 스캐너로 베껴내어 인물과 합성한다((컴퓨터 만화)).",naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%90%88%E6%88%90,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,1780156616691,auto,0,853b8d8f211d4f8b8afeda72cf0e1660,8800047F,민중서림 엣센스 외래어사전,合成,auto-selected score=102
w_08bfa9f95f00d44d,社内では公然の秘密となっている.,사내에서는 공공연한 비밀로 되어 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%AC%E7%84%B6,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156616547,auto,0,0d4f4fac10c048e3a2eb7720ba6c20cb,881982a8,민중서림 엣센스 한일사전,公然,auto-selected score=102
w_8966d689e71fdd36,必死に抗争する.,필사적으로 항쟁하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%8A%97%E4%BA%89,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156616909,auto,0,565ec9f1e5b04748b7bd673e5b1d2cd1,881982a8,민중서림 엣센스 한일사전,抗争,auto-selected score=102
w_6baad04e30cfcd3c,その構想はあまりにも現実とかけ離れている.,그 구상은 너무 현실과 동떨어져 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E6%A7%8B%E6%83%B3,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156616908,auto,0,dc58d13d938d4614be1321daedbd44d6,881982a8,민중서림 엣센스 한일사전,構想,auto-selected score=102
w_5179d9a3647bf29b,考えが後退する,생각하는 것이 자칫 소극적이 되다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%BE%8C%E9%80%80,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156617341,auto,0,8a6332ded29048fa949af73dc1286505,081341B9,민중서림 엣센스 일한사전,後退,auto-selected score=97
w_f89a6a293d78ea82,拭き込むと光沢が出る.,자꾸 닦으면 광택이 난다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%89%E6%B2%A2,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156617197,auto,0,8512d31ab29a4aabbba2c0a109d0838f,881982a8,민중서림 엣센스 한일사전,光沢,auto-selected score=102
w_4cbd4f075a6eddf8,うちの公団では政府の資金を受け国益のための事業を行っている。,우리 공단에서는 정부의 자금을 받아 나라의 이익을 위한 사업을 한다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%AC%E5%9B%A3,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156617436,auto,0,82fef41c50e143a9bc47c27b0aac033e,8819cr4o,국립국어원 한국어-일본어 학습사전,公団,auto-selected score=102
w_9c55802ecbfd9abc,営業が好調に向かっている.,영업이 호조를 보이고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%BD%E8%AA%BF,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156617548,auto,0,a0976203424f4f669134720b46faeaf0,881982a8,민중서림 엣센스 한일사전,好調,auto-selected score=102
w_59d2a347099020fb,電話あるいは口頭で申告する,전화 혹은 구두로 신고하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%8F%A3%E9%A0%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156627196,auto,0,75268bc3dce84f7ab765de657fc71ee9,881982a8,민중서림 엣센스 한일사전,口頭,auto-selected score=97
w_dccafa7233121f28,講読を終える。,강독을 끝내다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%AC%9B%E8%AA%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156617960,auto,0,465c5ca11bf242299168ddcd879492d7,8819cr4o,국립국어원 한국어-일본어 학습사전,講読,auto-selected score=102
w_88b3ddedefd83793,雑誌を購読する.,잡지를 구독하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%B3%BC%E8%AA%AD,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156617838,auto,0,cfb6c6811df14a52802270cb7814e4ac,881982a8,민중서림 엣센스 한일사전,購読,auto-selected score=102
w_e6aa877ce355f72b,専らネット通販で購入する,오직 인터넷 통신 판매로 구입하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%B3%BC%E5%85%A5,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156627395,auto,0,1de3b6e87b044e9ebe53566b67b83269,081341B9,민중서림 엣센스 일한사전,購入,auto-selected score=97
w_6c9de1e6f62cd3d3,師範は公認4段の、認められたテコンドー選手である。,사범님은 공인 사 단의 검증된 태권도 선수이시다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%AC%E8%AA%8D,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156627638,auto,0,49b067633e014edcbacec2864965bf6e,8819cr4o,국립국어원 한국어-일본어 학습사전,公認,auto-selected score=102
w_1605103e26ef1706,母は今月の光熱費を支払うために銀行へ行った。,어머니는 이번 달 공과금을 내러 은행에 가셨다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%89%E7%86%B1%E8%B2%BB,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,1780156627918,auto,0,ee2b013a835545e7b510ee80376604d5,8819cr4o,국립국어원 한국어-일본어 학습사전,光熱費,auto-selected score=94
w_5058950dc2e9d93e,大量で購買すれば、10パーセント割引いたします。,대량 구매를 하시면 10퍼센트 할인해 드립니다. (직장>거래),naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E8%B3%BC%E8%B2%B7,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 글로벌회화,1780156627698,auto,0,73f8969cd6354f06bad9738835c145cb,0011CF26,글로벌회화,購買,auto-selected score=100
w_7bd0d93b4d0662e0,好評により続演する,호평에 따라 계속 공연하다.,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%A5%BD%E8%A9%95,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156628118,auto,0,081e100c66da4fd9aa99a5fce2381bdc,081341B9,민중서림 엣센스 일한사전,好評,auto-selected score=97
w_5a0d066d346c647e,証書を交付する.,증서를 교부하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E4%BA%A4%E4%BB%98,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156628022,auto,0,5f13d9655bcc4710af3c6b48e23c24ad,881982a8,민중서림 엣센스 한일사전,交付,auto-selected score=102
w_8089ddfc8a0d30ef,新駅の駅名を公募する,새 역의 역 이름을 공모하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%AC%E5%8B%9F,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156628571,auto,0,ca353ddc7d3f4cbab1cf082a7d6f5a21,081341B9,민중서림 엣센스 일한사전,公募,auto-selected score=97
w_7fe2da31377a78fd,詐欺の手口がどんどん巧妙になってきている,사기 수법이 점점[날로] 교묘해지고 있다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%B7%A7%E5%A6%99,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 일한사전,1780156628321,auto,0,41191356c97045d99865f80a00b5000a,081341B9,민중서림 엣센스 일한사전,巧妙,auto-selected score=97
w_ce22ec692f3884d6,公用で出張する.,공용으로 출장하다,naver-ja-dict,https://ja.dict.naver.com/#/search?query=%E5%85%AC%E7%94%A8,owner-confirmed-cleared,cleared,NAVER 일본어사전 · 민중서림 엣센스 한일사전,1780156628597,auto,0,95c381138aad40e09bbd7866ee5ab8e6,881982a8,민중서림 엣센스 한일사전,公用,auto-selected score=102
